budget;genres;id;keywords;original_language;original_title;overview;production_companies;release_date;revenue;runtime;tagline;title;rating;vote_count;director
0;Comedy;52067;hotel infidelity one-night stand friendship swimming pool;en;Cedar Rapids;A naive Midwesterner insurance salesman travels to a big-city convention in an effort to save the jobs of his co-workers.;"[{""name"": ""Ad Hominem Enterprises"", ""id"": 2361}]";2011-02-11;6861102;87.0;Today is the first day... of the rest of his weekend.;Cedar Rapids;5.9;135;Miguel Arteta
20000000;Drama;73;usa neo-nazi prison skinhead brother brother relationship;en;American History X;Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.;"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Turman-Morrissey Company"", ""id"": 924}, {""name"": ""Savoy Pictures"", ""id"": 11308}]";1998-10-30;23875127;119.0;Some Legacies Must End.;American History X;8.2;3016;Tony Kaye
0;Horror & Thriller;134597;mercenary party sequel gore escape;en;The Collection;"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.";"[{""name"": ""Fortress Features"", ""id"": 5176}, {""name"": ""LD Entertainment"", ""id"": 10285}]";2012-09-21;6842058;94.0;Every great collector has a vision.;The Collection;5.9;289;Marcus Dunstan
10000000;Animation & Drama & Family & Music;24034;;en;Teacher's Pet;Spot (Lane) is a dog who can talk and read. Posing as a human, he sneaks into school with his master Leonard (Flemming). Educational adventures ensue;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Television Animation"", ""id"": 3475}]";2004-01-16;0;74.0;A musical tail about one dog's dream of becoming a boy;Teacher's Pet;5.5;2;Timothy Bjorklund
18000000;Drama & Thriller & Mystery & Music & Romance;14283;auction violin;en;The Red Violin;Spans 300 years in the life of one famed musical instrument that winds up in present-day Montreal on the auction block. Crafted by the Italian master Bussotti (Cecchi) in 1681, the red violin derives its unusual color from the human blood mixed into the finish. With this legacy, the violin travels to Austria, England, China, and Canada, leaving both beauty and tragedy in its wake.;"[{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""Channel Four Films"", ""id"": 181}]";1998-09-10;9495408;131.0;;The Red Violin;7.3;99;Fran\u00e7ois Girard
10000000;Drama;404;brother brother relationship mississippi wisconsin lawnmower iowa;en;The Straight Story;"""The Straight Story"" chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wisconsin, in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle.";"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Asymmetrical Productions"", ""id"": 373}, {""name"": ""Les Films Alain Sarde"", ""id"": 635}, {""name"": ""The Picture Factory"", ""id"": 637}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""CiBy 2000"", ""id"": 7832}, {""name"": ""The Straight Story, Inc"", ""id"": 59423}]";1999-10-15;0;112.0;;The Straight Story;7.7;306;David Lynch
0;Action & Crime & Drama & Romance;13201;gang new york city drug overdose;en;Deuces Wild;1950s New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York.;"[{""name"": ""United Artists"", ""id"": 60}]";2002-05-03;0;96.0;Some lines should never be crossed.;Deuces Wild;5.5;34;Scott Kalvert
9500000;Comedy;209403;competition satire spelling bee estranged father unlikely friendship;en;Bad Words;A misanthropic man sets out to exact revenge on his estranged father, by finding a loophole and attempting to win the National Spelling Bee as an adult. Figuring it would destroy his father, and everything he's worked so hard for as head of the Spelling Bee Championship Organization, Guy Trilby (Jason Bateman) eventually discovers winning isn't necessary for revenge, and that friendship is a blessing not a curse.;"[{""name"": ""Darko Entertainment"", ""id"": 12622}, {""name"": ""Aggregate Film"", ""id"": 25975}]";2013-09-06;7800000;88.0;The end justifies the means;Bad Words;6.4;334;Jason Bateman
10000000;Comedy & Romance;7942;father son relationship new love fianc\u00e9 training rent;en;Run Fatboy Run;Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.;"[{""name"": ""Entertainment Films"", ""id"": 2245}, {""name"": ""Material Entertainment"", ""id"": 2246}, {""name"": ""Beech Hill Films"", ""id"": 6847}]";2007-09-06;33000000;100.0;Love. Commitment. Responsibility. There's nothing he won't run away from.;Run, Fatboy, Run;6.2;238;David Schwimmer
10000000;Comedy & Romance & Family;73247;servant future chase lovers outlaw;en;Heartbeeps;Heartbeeps stars Andy Kaufman and Bernadette Peters as domestic robots who fall in love and run off together.;"[{""name"": ""Universal Pictures"", ""id"": 33}]";1981-12-18;2154696;79.0;Meet a modern nuclear family unlike any other.;Heartbeeps;3.8;6;Allan Arkush
9000000;Drama;253331;grieving widower widower;en;Black or White;A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.;"[{""name"": ""Treehouse Pictures"", ""id"": 14580}]";2014-09-06;21571189;121.0;There's more to family than what you see.;Black or White;6.5;115;Mike Binder
0;Comedy & Family & Romance;34043;;en;On the Line;'N Sync heartthrobs Lance Bass and Joey Fatone stretch their thespian muscles in their acting debut. A young man (Bass) is smitten with a girl (Emmanuelle Chriqui) he meets on a subway train and spends the rest of the movie trying to reunite with her. The man's best friend (Fatone) helps him in his quest by wallpapering Chicago with posters and signs that soon become the talk of the town.;"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Tapestry Films"", ""id"": 870}, {""name"": ""A Happy Place"", ""id"": 5389}]";2001-10-26;0;85.0;;On the Line;4.1;10;Eric Bross
10000000;Adventure & Drama & War;9952;war crimes violence laotian soldier pipe smoking rice paddy;en;Rescue Dawn;A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.;"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]";2006-09-09;7177143;126.0;A true story of survival... declassified.;Rescue Dawn;6.9;336;Werner Herzog
10000000;Comedy & Drama & Music;256924;rock star middle age;en;Danny Collins;An ageing rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.;"[{""name"": ""Big Indie Pictures"", ""id"": 6831}, {""name"": ""ShivHans Pictures"", ""id"": 33603}]";2015-03-19;10835752;107.0;A letter from John Lennon changed his life;Danny Collins;6.6;183;Dan Fogelman
10000000;Drama & Comedy;82532;slacker basement destiny glue stoner;en;Jeff, Who Lives at Home;Dispatched from his basement room on an errand for his mother, slacker Jeff might discover his destiny (finally) when he spends the day with his brother as he tracks his possibly adulterous wife.;"[{""name"": ""Indian Paintbrush"", ""id"": 9350}]";2011-09-13;4417580;83.0;The first step to finding your destiny is leaving your mother's basement.;Jeff, Who Lives at Home;6.1;217;Jay Duplass
0;Drama & Romance;41110;adultery restaurant textile industry male friendship bourgeoisie;it;Io sono l'amore;Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.;"[{""name"": ""Rai Cinema"", ""id"": 2683}]";2009-09-05;0;120.0;;I Am Love;6.9;73;Luca Guadagnino
0;Drama & Science Fiction & Mystery;134371;ayn rand;en;Atlas Shrugged Part II;The global economy is on the brink of collapse. Brilliant creators, from artists to industrialists, continue to mysteriously disappear. Unemployment has risen to 24%. Gas is now $42 per gallon.  Dagny Taggart, Vice President in Charge of Operations for Taggart Transcontinental, has discovered what may very well be the answer to the mounting energy crisis - found abandoned amongst ruins, a miraculous motor that could seemingly power the World.  But, the motor is dead... there is no one left to decipher its secret... and, someone is watching.  It’s a race against the clock to find the inventor and stop the destroyer before the motor of the World is stopped for good.  A motor that would power the World. A World whose motor would be stopped.  Who is John Galt?;"[{""name"": ""Cinema Vehicle Services"", ""id"": 25673}, {""name"": ""Atlas 2 Productions"", ""id"": 30033}]";2012-10-12;0;112.0;Who is John Galt?;Atlas Shrugged Part II;5.4;41;John Putch
10000000;Action & Crime & Drama & Mystery & Thriller;10388;prison release from prison suitcase record producer investigation;en;The Limey;The Limey follows Wilson (Terence Stamp), a tough English ex-con who travels to Los Angeles to avenge his daughter's death. Upon arrival, Wilson goes to task battling Valentine (Peter Fonda) and an army of L.A.'s toughest criminals, hoping to find clues and piece together what happened. After surviving a near-death beating, getting thrown from a building and being chased down a dangerous mountain road, the Englishman decides to dole out some bodily harm of his own.;"[{""name"": ""Artisan Entertainment"", ""id"": 2188}]";1999-05-15;3193102;89.0;Vengeance knows no boundaries.;The Limey;6.6;105;Steven Soderbergh
6500000;Drama;1640;race politics daughter installer police fall;en;Crash;Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.;"[{""name"": ""Blackfriars Bridge Films"", ""id"": 2087}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""ApolloProScreen Filmproduktion"", ""id"": 19528}, {""name"": ""Bull's Eye Entertainment"", ""id"": 25432}, {""name"": ""DEJ Productions"", ""id"": 25433}, {""name"": ""Harris Company"", ""id"": 25434}]";2004-01-13;98410061;112.0;You think you know who you are. You have no idea.;Crash;7.2;1149;Paul Haggis
10000000;Drama & Romance;25520;;en;The House of Mirth;A woman risks losing her chance of happiness with the only man she has ever loved.;"[{""name"": ""Granada Film Productions"", ""id"": 247}, {""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""Diaphana Films"", ""id"": 744}, {""name"": ""The Glasgow Film Fund"", ""id"": 980}, {""name"": ""National Lottery"", ""id"": 1270}, {""name"": ""Showtime Networks"", ""id"": 4343}, {""name"": ""Filmfour"", ""id"": 6705}, {""name"": ""Scottish Arts Council, The"", ""id"": 8256}, {""name"": ""Three Rivers Production"", ""id"": 65681}, {""name"": ""Progres Film Distribution"", ""id"": 65682}, {""name"": ""Kinowelt Median"", ""id"": 65683}]";2000-09-23;5164404;140.0;When a woman has the beauty men admire and women envy...it is wise to tread carefully.;The House of Mirth;6.4;25;Terence Davies
0;Action & Thriller;27342;cia assassin;en;Malone;"Erstwhile C.I.A. assassin Richard Malone hopes for a tranquil retirement in the placid Pacific Northwest, but what he gets is a rumble with a right-wing extremist plotting a secret revolution. Adapted from the novel ""Shotgun,"" by William Wingate.";"[{""name"": ""Orion Pictures"", ""id"": 41}]";1987-05-01;0;92.0;Ex-Cop, Ex-CIA, Explosive;Malone;6.8;15;Harley Cokeliss
0;Drama & Romance;13689;;en;Peaceful Warrior;A chance encounter with a stranger changes the life of a college gymnast.;"[{""name"": ""Universal"", ""id"": 6292}]";2006-03-30;0;120.0;There are no ordinary moments.;Peaceful Warrior;7.3;90;Victor Salva
10000000;Comedy;67911;porno star hollywood;en;Bucky Larson: Born to Be a Star;A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star.;"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]";2011-09-09;0;97.0;There Are No Small Actors. Just Small Parts.;Bucky Larson: Born to Be a Star;4.4;51;Tom Brady
0;Comedy & Drama;24664;;en;Bamboozled;TV producer Pierre Delacroix (Damon Wayans) becomes frustrated when network brass reject his sitcom idea. Hoping to get fired, Delacroix pitches the worst idea he can think of: a minstrel show. The network not only airs it, but it incredibly becomes a smash hit. Michael Rapaport co-stars in this searing satire.;"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]";2000-10-06;0;135.0;;Bamboozled;6.3;24;Spike Lee
10000000;Horror & Thriller;329440;japan forest;en;The Forest;Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.;"[{""name"": ""Lava Bear Films"", ""id"": 32300}, {""name"": ""AI-Film"", ""id"": 51860}, {""name"": ""Phantom Four Films"", ""id"": 69579}]";2016-01-07;40055439;95.0;Everyone comes here looking for a way out;The Forest;4.8;448;Jason Zada
14000000;Adventure & Mystery & Thriller;47890;cairo based on novel egypt pyramid museum;en;Sphinx;Egyptologist Erica Baron finds more than she bargained for during her long-planned trip to The Land of the Pharoahs - murder, theft, betrayal, love, and a mummy's curse!;"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""S & L Films"", ""id"": 78905}]";1981-02-11;439564;118.0;Someone is hunting tourists out of season.;Sphinx;6.0;2;Franklin J. Schaffner
10000000;Comedy & Drama & Mystery;252512;father-in-law marriage documentary filmmaking hipster middle age;en;While We're Young;An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple.;"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""A24"", ""id"": 41077}]";2015-04-03;7587485;97.0;Life Never Gets Old.;While We're Young;5.8;383;Noah Baumbach
10000000;Drama;55720;california garden immigrant truck illegal immigrant;en;A Better Life;A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the city's wealthy landowners.;"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Witt/Thomas Productions"", ""id"": 1089}, {""name"": ""Depth of Field"", ""id"": 1473}, {""name"": ""McLaughlin Films"", ""id"": 28707}, {""name"": ""Lime Orchard Productions"", ""id"": 28708}]";2011-06-24;1759252;98.0;Every father wants more for his son.;A Better Life;7.0;54;Chris Weitz
0;Drama & Mystery & Thriller;9613;secret asylum bed and breakfast place past psychopath;en;Spider;A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.;"[{""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Capitol Films"", ""id"": 826}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Metropolitan Films"", ""id"": 16419}, {""name"": ""Grosvenor Park Productions"", ""id"": 17449}, {""name"": ""Odeon Films"", ""id"": 22209}, {""name"": ""Catherine Bailey Ltd."", ""id"": 46694}, {""name"": ""Artists Independent Network"", ""id"": 46695}]";2002-12-13;0;98.0;The only thing worse than losing your mind... is finding it again.;Spider;6.4;168;David Cronenberg
10000000;Action & Comedy & Romance & Thriller;29076;female nudity drug cartel nervous breakdown;en;Gun Shy;Legendary undercover DEA agent Charlie Mayough has suddenly lost his nerves of steel. On the verge of a career-induced mental breakdown, and in complete fear of trigger-happy Mafia leader Fulvio Nesstra, Charlie seeks psychiatric help and finds himself relying on the support of an unstable therapy group and nurse Judy just to get through his work.;"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Fortis Films"", ""id"": 4258}]";2000-02-04;1631839;101.0;The Agency's best has a bad case of nerves.;Gun Shy;5.4;24;Eric Blakeney
0;Adventure & Drama & Action & Family;29339;;en;Nicholas Nickleby;The Charles Dickens story of Nicholas Nickleby, a young boy in search of a better life for his recently torn-apart family. A young compassionate man struggles to save his family and friends from the abusive exploitation of his coldheartedly grasping uncle.;"[{""name"": ""United Artists Corporation"", ""id"": 8213}, {""name"": ""Hart-Sharp Entertainment"", ""id"": 11351}, {""name"": ""Potboiler Productions"", ""id"": 36615}]";2002-12-27;0;132.0;;Nicholas Nickleby;6.8;49;Douglas McGrath
20000000;Thriller & Crime & Drama;68812;new jersey restaurant hitman van arrest;en;The Iceman;The true story of Richard Kuklinski, the notorious contract killer and family man.;"[{""name"": ""Bleiberg Entertainment"", ""id"": 1872}, {""name"": ""Millennium Films"", ""id"": 10254}]";2012-09-01;1969193;105.0;Loving husband. Devoted father. Ruthless killer.;The Iceman;6.4;365;Ariel Vromen
0;Action & Science Fiction;32740;;hi;कृष;Krishna (Roshan) is born with magical powers - a legacy from his father. Priya (Chopra) comes into his life and becomes his world. When she beckons him to Singapore, he follows. In Singapore, Dr. Siddhant Arya (Shah), the megalomaniac scientist is on the verge of changing the future forever. Only one man stands between Dr. Siddharth Arya and his destructive dreams. To block his ruthless ambitions -- Krishna must become Krrish.;[];2006-06-23;0;154.0;;Krrish;5.5;46;Rakesh Roshan
10000000;Thriller & Comedy & Crime;14195;heroin blindfold bong perversion burned alive;en;Cecil B. Demented;An insane independent film director and his renegade group of teenage film makers kidnap an A-list Hollywood actress and force her to star in their underground film.;"[{""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Artic Productions LLC"", ""id"": 5359}, {""name"": ""Polar Entertainment Corporation"", ""id"": 62072}]";2000-05-17;0;87.0;Demented Forever!;Cecil B. Demented;6.2;51;John Waters
10000000;Crime & Drama & Thriller;73567;trailer park gun texas deal psychopath;en;Killer Joe;A cop (Matthew McConaughey) who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer (Emile Hirsch) in exchange for a tumble with the young man's virginal sister (Juno Temple).;"[{""name"": ""Voltage pictures"", ""id"": 6633}, {""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""ANA Media"", ""id"": 21817}, {""name"": ""Picture Perfect (I)"", ""id"": 37833}]";2011-09-10;3665069;102.0;A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.;Killer Joe;6.5;425;William Friedkin
10000000;Comedy & Drama;41479;independent film duringcreditsstinger;en;The Joneses;A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors.;"[{""name"": ""Echo Lake Productions"", ""id"": 2147}, {""name"": ""Premiere Picture"", ""id"": 3870}]";2009-09-13;7022728;96.0;They're not just living the American dream, they're selling it.;The Joneses;6.1;210;Derrick Borte
0;Crime & Drama & Thriller;15394;female nudity gambling casino nudity banker;en;Owning Mahowny;Dan Mahowny was a rising star at the Canadian Imperial Bank of Commerce. At twenty-four he was assistant manager of a major branch in the heart of Toronto's financial district. To his colleagues he was a workaholic. To his customers, he was astute, decisive and helpful. To his friends, he was a quiet, but humorous man who enjoyed watching sports on television. To his girlfriend, he was shy but engaging. None of them knew the other side of Dan Mahowny--the side that executed the largest single-handed bank fraud in Canadian history, grossing over $10 million in eighteen months to feed his gambling obsession.;"[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Natural Nylon Entertainment"", ""id"": 804}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Ontario Film and Television Tax Credit (OFTTC)"", ""id"": 54606}]";2003-05-02;0;104.0;To some it's a game. To others it's a habit. But to Dan Mahowny -- beating the odds is everything;Owning Mahowny;6.8;37;Richard Kwietniowski
0;Comedy;10071;brother brother relationship jealousy pregnancy and birth autoritian education arctic;en;The Brothers Solomon;A pair of well-meaning, but socially inept brothers try to find their perfect mates in order to provide their dying father with a grandchild.;"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carsey-Werner Company"", ""id"": 3215}]";2007-09-07;0;93.0;They want to put a baby in you.;The Brothers Solomon;4.9;46;Bob Odenkirk
10000000;Drama & Romance;1989;usa kaffeehaus poker lovesickness waitress;en;My Blueberry Nights;Elizabeth has just been through a particularly nasty breakup, and now she's ready to leave her friends and memories behind as she chases her dreams across the country. In order to support herself on her journey, Elizabeth picks up a series of waitress jobs along the way. As Elizabeth crosses paths with a series of lost souls.;"[{""name"": ""Block 2 Pictures"", ""id"": 539}, {""name"": ""Jet Tone Production"", ""id"": 540}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Lou Yi Inc."", ""id"": 839}]";2007-05-16;21786738;111.0;How do you say goodbye to someone you can't imagine living without?;My Blueberry Nights;6.0;190;Wong Kar-wai
0;Drama;91076;playwright critic theater;en;Illuminata;"It's the start of the 20th century, and Tuccio, resident playwright of a theatre repertory company offers the owners of the company his new play, ""Illuminata"". They reject it, saying it's not finished, and intrigue starts that involves influential critic Bevalaqua, theatre star Celimene, young lead actors and other theatre residents";"[{""name"": ""Overseas FilmGroup"", ""id"": 888}, {""name"": ""GreeneStreet Films"", ""id"": 2152}, {""name"": ""JVC Entertainment Networks"", ""id"": 4248}, {""name"": ""Sogepaq"", ""id"": 11955}, {""name"": ""CDI"", ""id"": 13367}]";1998-05-21;0;119.0;;Illuminata;6.3;7;John Turturro
10000000;Comedy & Romance;12779;adultery island shipwreck tropical island;en;Swept Away;Stranded and alone on a desert island during a cruise, a spoiled rich woman and a deckhand fall in love and make a date to reunite after their rescue.;"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""SKA Films"", ""id"": 13419}, {""name"": ""Codi S.p.a."", ""id"": 57736}]";2002-10-11;598645;89.0;A snooty socialite is stranded on a Mediterranean island with a communist sailor.;Swept Away;4.8;50;Guy Ritchie
5000000;Action & Adventure & Comedy & Thriller;13191;hitman political satire;en;War, Inc.;War Inc. is set in the future, when the fictional desert country of Turaqistan is torn by a riot after a private corporation, Tamerlane, owned by the former Vice President of the United States, has taken over the whole country. Brand Hauser, a hit man who suppresses his emotions by gobbling down hot sauce, is hired by the corporation's head to kill the CEO of their competitors.;[];2008-04-28;1296184;106.0;When it comes to war... America means business;War, Inc.;5.6;86;Joshua Seftel
0;Action & Comedy;11770;martial arts stadium champion shaolin steel helmet;cn;少林足球;A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.;"[{""name"": ""Star Overseas"", ""id"": 3477}, {""name"": ""Universe Entertainment"", ""id"": 20543}]";2001-07-12;42776760;113.0;Get ready to kick some grass!;Shaolin Soccer;6.6;491;Stephen Chow
0;Comedy & Crime & Thriller;64559;;fr;Rien ne va plus;Betty and Victor are a pair of scam artists. One day Betty brings in Maurice, a treasurer of a multinational company. Maurice is due to transfer 5 millions francs out of Switzerland, and Betty is convinced he plans to steal that money.;"[{""name"": ""Rh\u00f4ne-Alpes Cin\u00e9ma"", ""id"": 1666}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""T\u00e9l\u00e9vision Suisse-Romande (TSR)"", ""id"": 8453}, {""name"": ""MK2 Productions"", ""id"": 9209}]";1997-10-15;0;105.0;;The Swindle;6.4;5;Claude Chabrol
0;Drama;222649;prison biography reporter interrogation iran;en;Rosewater;In 2009, Iranian Canadian journalist Maziar Bahari was covering Iran's volatile elections for Newsweek. One of the few reporters living in the country with access to US media, he made an appearance on The Daily Show with Jon Stewart, in a taped interview with comedian Jason Jones. The interview was intended as satire, but if the Tehran authorities got the joke they didn't like it - and it would quickly came back to haunt Bahari when he was rousted from his family home and thrown into prison. Making his directorial debut, Jon Stewart tells the tale of Bahari's months-long imprisonment and interrogation in this powerful and affecting docudrama featuring a potent and performance by Gael García Bernal recounting Bahari's efforts to maintain his hope and his sanity in the face of isolation and persecution-through memories of his family, recollections of the music he loves, and thoughts of his wife and unborn child.;"[{""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""Busboy Productions"", ""id"": 8290}]";2014-11-07;0;103.0;;Rosewater;6.5;98;Jon Stewart
0;Drama;115872;;en;La femme de chambre du Titanic;"Horty, a French foundry worker, wins a contest and is sent to see the sailing of the Titanic. In England, Marie, saying she is a chambermaid on the Titanic and cannot get a room, asks to share his room. They do, chastely; when he awakens, she is gone, but he sees her at the sailing and gets a photo of her. When he returns home, he suspects that his wife Zoe has been sleeping with Simeon, the foundry owner. Horty goes to the bar, where his friends get him drunk and he starts telling an erotic fantasy of what happened with him and Marie, drawing a larger audience each night.";[];1997-10-10;0;100.0;;The Chambermaid on the Titanic;5.3;3;Bigas Luna
7700000;Drama & Thriller;101173;senate general market rivalry tragedy;en;Coriolanus;Caius Martius, aka Coriolanus, is an arrogant and fearsome general who has built a career on protecting Rome from its enemies. Pushed by his ambitious mother to seek the position of consul, Coriolanus is at odds with the masses and unpopular with certain colleagues. When a riot results in his expulsion from Rome, Coriolanus seeks out his sworn enemy, Tullus Aufidius. Together, the pair vow to destroy the great city.;"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Synchronistic Pictures"", ""id"": 1260}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""Atlantic Swiss Productions"", ""id"": 22310}, {""name"": ""Hermetof Pictures"", ""id"": 23558}, {""name"": ""Magna Films"", ""id"": 23559}, {""name"": ""Kalkronkie"", ""id"": 23560}, {""name"": ""Artemis Films"", ""id"": 23561}, {""name"": ""Lonely Dragon"", ""id"": 23563}, {""name"": ""Magnolia Mae Films"", ""id"": 44091}]";2011-02-14;1072602;123.0;Nature teaches beasts to know their friends.;Coriolanus;5.9;131;Ralph Fiennes
10000000;Comedy & Drama;25350;suicide suicide mission;en;Imaginary Heroes;Matt Travis is good-looking, popular, and his school's best competitive swimmer, so everyone is shocked when he inexplicably commits suicide. As the following year unfolds, each member of his family struggles to recover from the tragedy with mixed results.;"[{""name"": ""Signature Pictures"", ""id"": 2982}, {""name"": ""Art Linson Productions"", ""id"": 8769}, {""name"": ""ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)"", ""id"": 19951}, {""name"": ""QI Quality International GmbH & Co. KG"", ""id"": 19952}]";2004-09-14;0;111.0;People are never who they seem to be.;Imaginary Heroes;6.3;29;Dan Harris
0;Action & Crime & Comedy;10034;nurse blackmail teacher best friend bank robbery;en;High Heels and Low Lifes;A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for $2 million.;"[{""name"": ""Fragile Films"", ""id"": 2651}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]";2001-07-16;0;86.0;They're not bad girls. They're just behaving that way.;High Heels and Low Lifes;6.4;12;Mel Smith
10000000;Comedy & Romance;20178;male nudity poetry adolescence lie nudity;en;World's Greatest Dad;Robin Williams stars as Lance Clayton, a man who has learned to settle. He dreamed of being a rich and famous writer, but has only managed to make it as a high school poetry teacher. His only son Kyle (Daryl Sabara) is an insufferable jackass who won’t give his father the time of day. He is dating Claire (Alexie Gilmore), the school’s adorable art teacher, but she doesn’t want to get serious --;"[{""name"": ""Magnolia Pictures"", ""id"": 1030}, {""name"": ""Jerkschool Productions"", ""id"": 7357}]";2009-08-20;295750;99.0;Lance Clayton is about to get everything he deserves.;World's Greatest Dad;6.5;177;Bobcat Goldthwait
0;Horror & Comedy & Thriller;5072;will to survive killer forced retirement defence company jump the shark;en;Severance;Members (Danny Dyer, Laura Harris, Tim McInnerny) of the Palisades Defense Corp. sales group arrive in Europe for a team-building exercise. A fallen tree blocks the route, and they must hike to their destination. However, a psychotic killer lurks in the woods, and he has a horrible fate in mind for each of the co-workers.;"[{""name"": ""Qwerty Films"", ""id"": 892}, {""name"": ""Dan Films"", ""id"": 1854}, {""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""HanWay Films"", ""id"": 2395}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""N1 European Film Produktions GmbH & Co. KG"", ""id"": 8874}]";2006-05-19;0;96.0;The Company Is Making Cutbacks;Severance;6.4;169;Christopher Smith
